query,dish_name
shakahari meetha,payokh
assam sweet,payokh
basmati rice dessert,payokh
assam meetha,payokh
payokh meetha,payokh
rose water dessert,payokh
basmati rice sweet,payokh
shakahari dish,payokh
vegetarian dish,payokh
payokh,payokh
vegetarian dessert,payokh
payokh dessert,payokh
assam dish,payokh
rose water meetha,payokh
sweet dessert,payokh
basmati rice meetha,payokh
coconut milk spicy,prawn malai curry
prawn malai curry,prawn malai curry
non shakahari main course,prawn malai curry
prawns teekha,prawn malai curry
prawns spicy,prawn malai curry
prawns main course,prawn malai curry
spicy main course,prawn malai curry
west bengal dish,prawn malai curry
coconut milk main course,prawn malai curry
teekha main course,prawn malai curry
coconut milk teekha,prawn malai curry
non vegetarian main course,prawn malai curry
west bengal teekha,prawn malai curry
prawn malai,prawn malai curry
west bengal spicy,prawn malai curry
non shakahari dish,prawn malai curry
prawn malai curry main course,prawn malai curry
non vegetarian dish,prawn malai curry
red pepper main course,red rice
unknown main course,red rice
shakahari main course,red rice
red rice main course,red rice
shakahari dish,red rice
vegetarian main course,red rice
unknown unknown,red rice
red pepper unknown,red rice
unknown dish,red rice
red rice,red rice
red onion main course,red rice
vegetarian dish,red rice
red onion unknown,red rice
bitter gourd teekha,shukto
green beans teekha,shukto
shukto main course,shukto
green beans main course,shukto
spicy main course,shukto
west bengal dish,shukto
shakahari main course,shukto
shakahari dish,shukto
bitter gourd spicy,shukto
vegetarian main course,shukto
teekha main course,shukto
west bengal teekha,shukto
green beans spicy,shukto
bitter gourd main course,shukto
shukto,shukto
vegetarian dish,shukto
west bengal spicy,shukto
black sesame seeds meetha,til pitha
shakahari meetha,til pitha
assam sweet,til pitha
assam meetha,til pitha
til pitha meetha,til pitha
til pitha,til pitha
glutinous rice dessert,til pitha
black sesame seeds sweet,til pitha
til pitha dessert,til pitha
glutinous rice meetha,til pitha
glutinous rice sweet,til pitha
sweet dessert,til pitha
shakahari dish,til pitha
vegetarian dessert,til pitha
black sesame seeds dessert,til pitha
assam dish,til pitha
meetha meetha,til pitha
vegetarian dish,til pitha
shakahari meetha,bebinca
bebinca meetha,bebinca
bebinca,bebinca
goa meetha,bebinca
coconut milk dessert,bebinca
coconut milk sweet,bebinca
egg yolks dessert,bebinca
egg yolks sweet,bebinca
sweet dessert,bebinca
egg yolks meetha,bebinca
shakahari dish,bebinca
bebinca dessert,bebinca
vegetarian dessert,bebinca
coconut milk meetha,bebinca
goa sweet,bebinca
meetha meetha,bebinca
vegetarian dish,bebinca
goa dish,bebinca
shakahari meetha,shufta
jammu kashmir sweet,shufta
shufta meetha,shufta
shufta,shufta
dry dates dessert,shufta
jammu kashmir meetha,shufta
cottage cheese sweet,shufta
sweet dessert,shufta
dry dates meetha,shufta
shakahari dish,shufta
shufta dessert,shufta
vegetarian dessert,shufta
dry dates sweet,shufta
cottage cheese meetha,shufta
meetha meetha,shufta
vegetarian dish,shufta
jammu kashmir dish,shufta
cottage cheese dessert,shufta
dry fruits meetha,mawa bati
shakahari meetha,mawa bati
mawa bati dessert,mawa bati
mawa bati,mawa bati
milk powder dessert,mawa bati
mawa bati meetha,mawa bati
milk powder sweet,mawa bati
sweet dessert,mawa bati
shakahari dish,mawa bati
dry fruits sweet,mawa bati
vegetarian dessert,mawa bati
madhya pradesh sweet,mawa bati
madhya pradesh meetha,mawa bati
milk powder meetha,mawa bati
meetha meetha,mawa bati
vegetarian dish,mawa bati
dry fruits dessert,mawa bati
madhya pradesh dish,mawa bati
meetha meetha,pinaca
shakahari meetha,pinaca
brown rice meetha,pinaca
goa meetha,pinaca
brown rice dessert,pinaca
sweet dessert,pinaca
shakahari dish,pinaca
fennel seeds meetha,pinaca
pinaca meetha,pinaca
vegetarian dessert,pinaca
fennel seeds sweet,pinaca
fennel seeds dessert,pinaca
brown rice sweet,pinaca
pinaca dessert,pinaca
goa sweet,pinaca
vegetarian dish,pinaca
goa dish,pinaca
pinaca,pinaca
